stock_name,issue_date,error_type
지코,1994-12-27,not_code
신진에스엠,2011-11-28,not_code
코리안리,1969-12-22,not_code
팬오션,2007-09-21,not_code
SOL KEDI메가테크액티브,2022-10-18,not_code
우리손에프앤지,2016-07-27,not_code
쌍용C&E,1975-05-03,not_code
폴라리스우노,2010-01-15,not_code
서울식품,1973-12-28,not_code
티앤엘,2020-11-20,not_code
스톤브릿지벤처스,2022-02-25,not_code
갤럭시아머니트리,2007-07-20,not_code
화신,1994-01-14,not_code
제넥신,2009-09-15,not_code
사조대림,1976-09-16,not_code
하이트진로,2009-10-19,not_code
경인양행,1995-10-05,not_code
에스엔유,2005-01-25,not_code
알멕,2023-06-30,not_code
STX,1990-09-12,not_code
오스테오닉,2018-02-22,not_code
흥구석유,1994-12-07,not_code
LG유플러스,2008-04-21,not_code
이글벳,2000-11-16,not_code
해성옵틱스,2013-11-06,not_code
광림,1993-07-07,not_code
에스넷,2000-04-27,not_code
롯데에너지머티리얼즈,2011-03-04,not_code
선진뷰티사이언스,2021-01-27,not_code
HD현대미포,1983-12-20,not_code
한화생명,2010-03-17,not_code
APS,2001-12-04,not_code
캔서롭,2015-11-20,not_code
유니퀘스트,2004-08-05,not_code
현대에이치티,2000-07-20,not_code
에이텍모빌리티,2015-08-25,not_code
아이디피,2020-08-24,not_code
디지캡,2018-09-07,not_code
테라셈,2014-10-30,not_code
에스아이리소스,2002-08-22,not_code
광전자,1996-10-16,not_code
파인디지털,2000-05-04,not_code
민테크,2024-05-03,not_code
동서,2016-07-15,not_code
HLB글로벌,1990-03-23,not_code
티비씨,2010-11-29,not_code
대한항공,1966-03-18,not_code
셀바이오휴먼텍,2023-04-20,not_code
코칩,2024-05-07,not_code
서진시스템,2017-03-27,not_code
