stock_name,issue_date,error_type
웰크론,2003-07-29,not_code
이녹스첨단소재,2017-07-10,not_code
아주스틸,2021-08-20,not_code
메드팩토,2019-12-19,not_code
디와이피엔에프,2009-12-22,not_code
TCC스틸,1984-12-21,not_code
후성,2006-12-22,not_code
삼성중공업,1994-01-28,not_code
유일에너테크,2021-02-25,not_code
코난테크놀로지,2022-07-07,not_code
SNT모티브,2002-03-11,not_code
아이앤씨,2009-10-06,not_code
KOSEF SK그룹대표주,2022-12-23,not_code
이즈미디어,2017-07-26,not_code
THE E&M,2006-10-10,not_code
케이프,2007-05-29,not_code
HK이노엔,2021-08-09,not_code
아주IB투자,2018-11-21,not_code
제이엘케이,2019-12-11,not_code
해성디에스,2016-06-24,not_code
한국앤컴퍼니,1968-12-27,not_code
모델솔루션,2022-10-07,not_code
벽산,1972-01-04,not_code
크레오에스지,2002-01-10,not_code
HB솔루션,2020-06-22,not_code
VITA 밸류알파액티브,2023-02-21,not_code
DS단석,2023-12-22,not_code
이지홀딩스,1999-11-23,not_code
에코프로,2007-07-20,not_code
제닉,2011-08-03,not_code
SJM,2010-05-31,not_code
블루엠텍,2023-12-13,not_code
메타바이오메드,2008-04-15,not_code
동일산업,2005-06-30,not_code
이노시스,2015-11-12,not_code
화천기공,1999-11-18,not_code
케이씨텍,2017-12-05,not_code
젠큐릭스,2020-06-25,not_code
애닉,2018-12-03,not_code
세경하이테크,2019-07-30,not_code
협진,2013-11-08,not_code
오픈베이스,2001-01-09,not_code
한국코퍼레이션,2005-12-12,not_code
세운메디칼,2008-09-30,not_code
텔콘RF제약,2014-11-24,not_code
영풍정밀,1999-12-28,not_code
혜인,1988-09-20,not_code
삼진엘앤디,2004-02-06,not_code
한국맥널티,2015-12-23,not_code
파라다이스,2024-06-24,not_code
삼영전자,1976-12-28,not_code
이오테크닉스,2000-08-24,not_code
한섬,1996-07-03,not_code
한울소재과학,2008-02-01,not_code
한올바이오파마,1989-12-18,not_code
동방,1988-08-10,not_code
경동제약,1992-12-18,not_code
코다코,2000-12-26,not_code
다산솔루에타,2013-12-27,not_code
ACE 스마트로우볼,2019-04-16,not_code
이수스페셜티케미컬,2023-05-31,not_code
현대공업,2013-12-04,not_code
대성하이텍,2022-08-22,not_code
오브젠,2023-01-30,not_code
맥쿼리인프라,2006-03-15,not_code
푸드나무,2018-10-04,not_code
오상자이엘,2002-04-09,not_code
현대이지웰,2013-12-27,not_code
지아이이노베이션,2023-03-30,not_code
모베이스,2010-02-04,not_code
ACE 미국반도체15%프리미엄분배(합성),2024-04-23,not_code
PLUS 신흥국MSCI인버스(합성 H),2020-12-16,not_code
노바텍,2018-11-02,not_code
신시웨이,2023-11-03,not_code
고스트스튜디오,2020-08-18,not_code
LS증권,2007-02-21,not_code
디앤디파마텍,2024-05-02,not_code
하이록코리아,1989-12-15,not_code
비츠로테크,2000-08-03,not_code
서한,1994-05-24,not_code
빅텍,2003-02-05,not_code
RISE IT플러스,2019-06-20,not_code
극동유화,1991-01-31,not_code
한솔테크닉스,1988-07-06,not_code
오리엔트정공,2002-09-19,not_code
엔비티,2021-01-21,not_code
LIG넥스원,2015-10-02,not_code
솔고바이오,2000-08-08,not_code
나노신소재,2011-02-09,not_code
동원금속,1995-11-10,not_code
CS홀딩스,1975-12-22,not_code
모트렉스,2017-08-04,not_code
KC코트렐,2010-01-29,not_code
위더스제약,2020-07-03,not_code
텔레칩스,2004-12-10,not_code
피제이전자,1993-12-07,not_code
CJ 바이오사이언스,2019-12-26,not_code
에어부산,2018-12-27,not_code
우진아이엔에스,2018-09-14,not_code
마스턴프리미어리츠,2022-05-31,not_code
우신시스템,2002-05-28,not_code
덱스터,2015-12-22,not_code
모두투어,2005-07-26,not_code
라이온켐텍,2013-11-19,not_code
영보화학,1997-08-27,not_code
네오리진,2007-04-16,not_code
감성코퍼레이션,2000-01-11,not_code
KODEX 200ESG,2019-11-14,not_code
에이치케이,2000-09-07,not_code
SK오션플랜트,2023-04-19,not_code
KTis,2010-12-17,not_code
동국홀딩스,1988-05-09,not_code
RISE 미국30년국채엔화노출(합성 H),2023-12-27,not_code
제주은행,1972-12-28,not_code
포스코스틸리온,2002-08-16,not_code
대덕,1989-01-26,not_code
태영건설,1989-11-13,not_code
네오팜,2007-01-30,not_code
SOL 미국S&P500ESG,2021-09-14,not_code
아바텍,2012-11-06,not_code
미래에셋맵스리츠,2020-08-05,not_code
KOSEF 미국S&P500(H),2022-12-20,not_code
BYC,1975-06-02,not_code
윈팩,2013-03-07,not_code
롯데리츠,2019-10-30,not_code
노랑풍선,2019-01-30,not_code
오뚜기,1994-08-12,not_code
대한제강,2005-10-31,not_code
삼성화재,1975-06-30,not_code
세영디앤씨,2001-06-21,not_code
동양생명,2009-10-08,not_code
우리엔터프라이즈,1999-12-16,not_code
호전실업,2017-02-02,not_code
ITX-AI,2009-12-22,not_code
골든센츄리,2016-10-19,not_code
라파스,2019-11-11,not_code
OCI,2023-05-30,not_code
삼성출판사,2002-08-05,not_code
KS인더스트리,2009-11-06,not_code
리가켐바이오,2013-05-10,not_code
현대차증권,1990-06-09,not_code
웅진,1994-11-05,not_code
제일약품,2017-07-17,not_code
ACE 미국배당다우존스,2021-10-21,not_code
에이프로,2020-07-16,not_code
새빗켐,2022-08-04,not_code
SOL AI반도체소부장,2023-04-25,not_code
신일제약,1999-08-13,not_code
신화인터텍,2001-12-13,not_code
파워넷,2018-06-07,not_code
RISE 삼성그룹Top3채권혼합,2022-11-29,not_code
네오오토,2015-11-18,not_code
삼화전기,1986-11-24,not_code
HLB바이오스텝,2019-11-27,not_code
하이즈항공,2015-11-25,not_code
한미약품,2010-07-30,not_code
진양산업,1973-06-26,not_code
퀀타매트릭스,2020-12-09,not_code
HANARO Fn K-푸드,2022-08-17,not_code
RISE 미국30년국채커버드콜(합성),2023-12-14,not_code
코콤,1997-09-30,not_code
바른손,1994-03-18,not_code
SUN&L,1976-05-22,not_code
나이스정보통신,2000-05-03,not_code
아이티엠반도체,2019-11-07,not_code
조아제약,1999-08-13,not_code
HANARO KAP초장기국고채,2020-01-16,not_code
한탑,1995-07-07,not_code
히어로즈 24-09 회사채(AA-이상)액티브,2023-08-17,not_code
신세계인터내셔날,2011-07-14,not_code
문배철강,1994-11-05,not_code
삼성E&A,1996-12-24,not_code
BGF에코머티리얼즈,2010-11-12,not_code
맥스트,2021-07-27,not_code
파마리서치,2015-07-24,not_code
라이프시맨틱스,2021-03-23,not_code
원익,1997-07-18,not_code
삼일,1997-03-15,not_code
엔젠바이오,2020-12-10,not_code
삼기이브이,2023-02-03,not_code
한국전자금융,2006-07-14,not_code
바이넥스,2001-08-07,not_code
신세계푸드,2010-04-29,not_code
파로스아이바이오,2023-07-27,not_code
RISE 금융채액티브,2019-10-29,not_code
이에이트,2024-02-23,not_code
폴루스바이오팜,1988-10-24,not_code
디티앤씨알오,2022-11-11,not_code
엑스페릭스,2019-08-01,not_code
TJ미디어,1997-04-16,not_code
에스앤에스텍,2009-04-14,not_code
크레버스,2008-06-27,not_code
이지트로닉스,2022-02-04,not_code
일진다이아,2004-12-22,not_code
황금에스티,2009-10-29,not_code
SKC,1997-07-18,not_code
파라텍,1997-12-26,not_code
형지I&C,2004-07-02,not_code
HB테크놀러지,2004-12-08,not_code
탑머티리얼,2022-10-18,not_code
윙입푸드,2018-11-30,not_code
링네트,2002-01-10,not_code
에스씨디,2000-07-13,not_code
누리플랜,2010-10-26,not_code
수성웹툰,2005-12-16,not_code
이노시뮬레이션,2023-07-06,not_code
와이솔,2010-09-10,not_code
코리아오토글라스,2015-12-29,not_code
헥토이노베이션,2015-06-30,not_code
YTN,2001-09-04,not_code
퍼시스,1996-12-24,not_code
엔케이,2008-01-24,not_code
예스티,2015-12-16,not_code
이지스밸류리츠,2020-07-16,not_code
DB,1993-01-06,not_code
에이프로젠,1995-07-08,not_code
KB금융,2008-10-10,not_code
KODEX 차이나메타버스액티브,2022-05-17,not_code
오로스테크놀로지,2021-02-24,not_code
한미사이언스,1988-06-20,not_code
KODEX Fn Top10동일가중,2021-07-30,not_code
유니셈,1999-12-10,not_code
베셀,2015-06-19,not_code
드림텍,1990-01-01,not_code
KODEX 탄소효율그린뉴딜,2021-02-05,not_code
슈어소프트테크,2023-04-28,not_code
유진테크놀로지,2023-11-02,not_code
에이직랜드,2023-11-13,not_code
서울바이오시스,2020-03-06,not_code
아이큐어,2018-07-12,not_code
