stock_name,issue_date,error_type
코리아써키트,1985-09-09,not_code
우듬지팜,2023-09-19,not_code
신라섬유,1994-06-28,not_code
윈하이텍,2014-07-25,not_code
와이오엠,2002-12-24,not_code
에스엘에스바이오,2023-10-20,not_code
스맥,2009-05-26,not_code
SOL 한국형글로벌반도체액티브,2022-04-12,not_code
창해에탄올,2014-07-30,not_code
티라유텍,2019-10-31,not_code
비피도,2018-12-26,not_code
SK증권,1986-09-20,not_code
프리엠스,2001-10-30,not_code
E1,1997-08-27,not_code
지오릿에너지,2017-08-22,not_code
케어젠,2015-11-17,not_code
에이엘티,2023-07-27,not_code
환인제약,1996-07-03,not_code
이노메트리,2018-12-12,not_code
대웅,1973-06-26,not_code
국일신동,2014-12-29,not_code
SGA,2001-10-11,not_code
KODEX iShares미국하이일드액티브,2023-10-19,not_code
한국금융지주,2003-07-21,not_code
에스티팜,2016-06-23,not_code
NE능률,2002-12-10,not_code
동성화인텍,1997-12-19,not_code
휴메딕스,2014-12-26,not_code
수젠텍,2019-05-28,not_code
헝셩그룹,2016-08-18,not_code
HPSP,2022-07-15,not_code
하나기술,2020-11-25,not_code
에스텍,2003-11-14,not_code
성보화학,1976-12-23,not_code
삼영,1976-06-30,not_code
푸른기술,2007-09-14,not_code
한국무브넥스,1987-10-02,not_code
삼기,2010-03-19,not_code
한창,1976-06-01,not_code
웰크론한텍,2008-07-18,not_code
종근당홀딩스,1976-06-30,not_code
한컴라이프케어,2021-08-17,not_code
PLUS 우주항공&UAM,2022-03-29,not_code
오르비텍,2010-06-15,not_code
대한방직,1973-12-28,not_code
아세아,1974-06-03,not_code
인텔리안테크,2016-10-18,not_code
일성아이에스,1985-01-14,not_code
탑코미디어,2013-11-26,not_code
에이치엘사이언스,2016-10-28,not_code
대동전자,1990-06-05,not_code
한국석유,1977-06-25,not_code
시공테크,1999-08-13,not_code
DSC인베스트먼트,2016-12-19,not_code
넥스턴바이오,2006-11-01,not_code
DRB동일,1976-05-21,not_code
KODEX 미국S&P500유틸리티,2023-08-01,not_code
레드로버,2002-01-10,not_code
비에이치아이,2005-12-02,not_code
TIGER MKF배당귀족,2022-10-18,not_code
TS인베스트먼트,2016-12-15,not_code
LG전자,2002-04-22,not_code
SK리츠,2021-09-14,not_code
KODEX 헬스케어,2017-03-28,not_code
금호전기,1973-11-15,not_code
디아이씨,2007-10-18,not_code
바이오빌,2003-01-07,not_code
ACE 글로벌인컴TOP10 SOLACTIVE,2023-07-11,not_code
LS ELECTRIC,1994-07-11,not_code
미래에셋벤처투자,2019-03-15,not_code
웰바이오텍,1997-07-18,not_code
KODEX 인버스,2009-09-16,not_code
KBSTAR Fn K-뉴딜디지털플러스,2020-11-10,not_code
서암기계공업,2011-12-19,not_code
동국제약,2007-05-29,not_code
옵투스제약,2010-12-03,not_code
아이윈플러스,2016-07-20,not_code
네패스아크,2020-11-17,not_code
디알젬,2018-11-22,not_code
에스엠,2000-04-27,not_code
티와이홀딩스,2020-09-22,not_code
크로바하이텍,2001-12-20,not_code
삼영엠텍,2001-11-15,not_code
웹스,2015-08-24,not_code
유수홀딩스,1956-03-03,not_code
유니트론텍,2016-02-02,not_code
동국산업,1999-06-25,not_code
신라교역,1976-06-30,not_code
소룩스,2020-11-06,not_code
한일단조,1996-11-29,not_code
삼보모터스,2001-11-06,not_code
우리금융지주,2019-02-13,not_code
아셈스,2022-02-07,not_code
KODEX 골드선물(H),2010-10-01,not_code
연이비앤티,2007-09-19,not_code
미래아이앤지,1999-11-26,not_code
에스메디,2009-12-30,not_code
영풍제지,1996-07-03,not_code
바이오톡스텍,2007-09-21,not_code
일신석재,1986-03-04,not_code
에이디엠코리아,2021-06-03,not_code
PLUS 애플채권혼합,2022-11-29,not_code
한국주철관,1969-12-12,not_code
케이엠제약,2015-10-08,not_code
조선내화,2023-07-28,not_code
에스엠코어,2011-11-08,not_code
동일금속,2009-07-28,not_code
KG스틸,1986-02-03,not_code
엠아이텍,2018-11-29,not_code
HD현대일렉트릭,2017-05-10,not_code
케일럼,2017-08-22,not_code
유성기업,1988-10-10,not_code
제너셈,2015-09-25,not_code
두산,1973-06-29,not_code
한국토지신탁,2016-07-11,not_code
TP,1994-12-27,not_code
LK삼양,2017-06-02,not_code
한국화장품,2010-06-01,not_code
티쓰리,2022-11-17,not_code
핌스,2020-09-18,not_code
에이치와이티씨,2022-08-09,not_code
실리콘투,2021-09-29,not_code
우주일렉트로,2004-01-02,not_code
빅텐츠,2023-08-17,not_code
이오플로우,2020-09-14,not_code
슈피겐코리아,2014-11-05,not_code
LS마린솔루션,2002-02-15,not_code
DAISHIN343 K200,2022-06-28,not_code
TIGER AI반도체핵심공정,2023-11-21,not_code
휠라홀딩스,2010-09-28,not_code
동화약품,1976-03-24,not_code
자람테크놀로지,2023-03-07,not_code
화승인더,1991-02-04,not_code
상상인증권,1988-09-23,not_code
디케이티,2018-12-21,not_code
지아이텍,2021-10-21,not_code
롯데하이마트,2011-06-29,not_code
플루토스,1989-03-14,not_code
비올,2019-12-03,not_code
롯데이노베이트,2018-07-27,not_code
시그네틱스,2010-11-26,not_code
롯데정밀화학,1976-04-15,not_code
하이드로리튬,2008-07-15,not_code
유진로봇,2001-11-13,not_code
에이텀,2023-12-01,not_code
키이스트,2003-11-14,not_code
TIGER 탄소효율그린뉴딜,2021-02-05,not_code
인텍플러스,2011-01-05,not_code
유비케어,1997-05-02,not_code
덕우전자,2017-08-28,not_code
대명에너지,2022-05-16,not_code
진에어,2017-12-08,not_code
우리바이오,2005-07-29,not_code
피앤씨테크,2016-07-04,not_code
금비,1990-06-08,not_code
코아시아,2000-08-03,not_code
쿠쿠홀딩스,2014-08-06,not_code
석경에이티,2020-12-23,not_code
빌리언스,2001-01-11,not_code
아이티아이즈,2021-11-11,not_code
골프존,2015-04-03,not_code
KODEX K-신재생에너지액티브,2021-05-25,not_code
유에스티,2017-04-06,not_code
하이퍼코퍼레이션,2003-01-21,not_code
SBI핀테크솔루션즈,2012-12-17,not_code
GKL,2009-11-19,not_code
솔본,1999-08-13,not_code
LG생활건강,2001-04-25,not_code
툴젠,2021-12-10,not_code
지노믹트리,2019-03-27,not_code
흥국,2009-05-12,not_code
ACE AI반도체포커스,2023-10-17,not_code
SNT에너지,2008-02-22,not_code
신송홀딩스,2013-11-21,not_code
한일철강,1988-10-07,not_code
엔시트론,2009-03-31,not_code
아이텍,2010-10-26,not_code
저스템,2022-10-28,not_code
유비쿼스홀딩스,2009-01-23,not_code
KOSEF 물가채KIS,2022-05-31,not_code
티에프이,2022-11-17,not_code
와이어블,2002-06-04,not_code
SOL 국고채3년,2022-09-06,not_code
ACE 미국하이일드액티브(H),2023-04-18,not_code
TIGER 리츠부동산인프라채권TR KIS,2020-05-22,not_code
엠게임,2008-12-19,not_code
대명소노시즌,1994-01-06,not_code
에이테크솔루션,2009-04-17,not_code
토비스,2004-11-19,not_code
동원시스템즈,1994-03-29,not_code
미래에셋글로벌리츠,2021-12-03,not_code
대모,2019-07-24,not_code
유티아이,2017-09-27,not_code
RISE 유로스탁스50(H),2021-04-09,not_code
대구백화점,1988-10-10,not_code
에스퓨얼셀,2018-10-15,not_code
다이나믹디자인,2015-03-19,not_code
클리오,2016-11-09,not_code
남양유업,1978-06-24,not_code
에스디생명공학,2017-03-02,not_code
한국수출포장,1974-06-28,not_code
KODEX 미국S&P500테크놀로지,2023-08-01,not_code
성신양회,1976-06-30,not_code
씨아이테크,1989-11-30,not_code
스피어파워,2014-09-30,not_code
상아프론테크,2011-07-21,not_code
티로보틱스,2018-11-29,not_code
SK네트웍스,1977-06-30,not_code
KODEX 미국스마트모빌리티S&P,2021-06-30,not_code
성우하이텍,1995-11-04,not_code
한국비티비,2018-09-21,not_code
티에이치엔,1996-07-31,not_code
빅솔론,2007-08-20,not_code
한신공영,1976-07-07,not_code
서원인텍,2007-12-20,not_code
피델릭스,1997-04-22,not_code
대성미생물,2000-04-04,not_code
남광토건,1976-12-28,not_code
삼성전기,1979-02-27,not_code
덴티움,2017-03-15,not_code
TKG애강,2006-04-11,not_code
삼익악기,1988-09-30,not_code
피플바이오,2020-10-19,not_code
롯데칠성,1973-06-21,not_code
TIGER KRX기후변화솔루션,2021-10-29,not_code
린드먼아시아,2018-03-14,not_code
TIGER 테슬라채권혼합Fn,2022-11-29,not_code
대동기어,1991-05-17,not_code
TIGER 일본반도체FACTSET,2023-09-19,not_code
SNT다이내믹스,1976-07-08,not_code
아래스,2002-01-15,not_code
한라IMS,2007-05-22,not_code
경동인베스트,1997-03-07,not_code
KOSEF 차이나내수소비TOP CSI,2023-04-04,not_code
기가비스,2023-05-24,not_code
아세아제지,1988-12-15,not_code
드림씨아이에스,2020-05-22,not_code
대한화섬,1985-12-23,not_code
뉴온,2010-10-05,not_code
LS에코에너지,2016-09-22,not_code
소프트센,1997-07-18,not_code
